章节,篇名,原文,韻腳字,上古韻部
国风·唐风,山有樞,宛其死矣，,,
国风·唐风,山有樞,他人是愉！○,愉,侯
国风·唐风,山有樞,山有栲，,栲,幽
国风·唐风,山有樞,隰有杻。,杻,幽
国风·唐风,山有樞,子有廷內，,,
国风·唐风,山有樞,弗洒弗埽。,埽,幽
国风·唐风,山有樞,子有鍾鼓，,,
国风·唐风,山有樞,弗鼓弗考。,考,幽
国风·唐风,山有樞,宛其死矣，,,
国风·唐风,山有樞,他人是保！○,保,幽
国风·唐风,山有樞,山有漆，,漆,質
国风·唐风,山有樞,隰有栗。,栗,質
国风·唐风,山有樞,子有酒食，,,
国风·唐风,山有樞,何不日鼓瑟？,瑟,質
国风·唐风,山有樞,且以喜樂，,,
国风·唐风,山有樞,且以永日。,日,質
国风·唐风,山有樞,宛其死矣，,,
国风·唐风,山有樞,他人入室！○,室,質
国风·唐风,揚之水,揚之水，,,
国风·唐风,揚之水,白石鑿鑿。,鑿,藥
国风·唐风,揚之水,素衣朱襮，,襮,藥
国风·唐风,揚之水,從子于沃。,沃,藥
国风·唐风,揚之水,既見君子，,,
国风·唐风,揚之水,云何不樂！○,樂,藥
国风·唐风,揚之水,揚之水，,,
国风·唐风,揚之水,白石皓皓。,皓,幽
国风·唐风,揚之水,素衣朱繡，,繡,覺
国风·唐风,揚之水,從子于鵠。,鵠,覺
国风·唐风,揚之水,既見君子，,,
国风·唐风,揚之水,云何其憂！○,憂,幽
国风·唐风,揚之水,揚之水，,,
国风·唐风,揚之水,白石粼粼。,粼,真
国风·唐风,揚之水,我聞有命，,命,真
国风·唐风,揚之水,不敢以告人！○,人,真
国风·唐风,椒聊,椒聊之實，,,
国风·唐风,椒聊,蕃衍盈升。,升,蒸
国风·唐风,椒聊,彼其之子，,,
国风·唐风,椒聊,碩大無朋。,朋,蒸
国风·唐风,椒聊,椒聊且，,聊,幽
国风·唐风,椒聊,遠條且！○,條,幽
国风·唐风,椒聊,椒聊之實，,,
国风·唐风,椒聊,蕃衍盈匊。,匊,覺
国风·唐风,椒聊,彼其之子，,,
国风·唐风,椒聊,碩大且篤。,篤,覺
国风·唐风,椒聊,椒聊且，,聊,幽
国风·唐风,椒聊,遠條且！○,條,幽
国风·唐风,綢繆,綢繆束薪，,薪,真
国风·唐风,綢繆,三星在天。,天,真
国风·唐风,綢繆,今夕何夕，,,
国风·唐风,綢繆,見此良人？,人,真
国风·唐风,綢繆,子兮子兮，,,
国风·唐风,綢繆,如此良人何！○,人,真
国风·唐风,綢繆,綢繆束芻，,芻,侯
国风·唐风,綢繆,三星在隅。,隅,侯
国风·唐风,綢繆,今夕何夕，,,
国风·唐风,綢繆,見此邂逅？,逅,侯
国风·唐风,綢繆,子兮子兮，,,
国风·唐风,綢繆,如此邂逅何！○,逅,侯
国风·唐风,綢繆,綢繆束楚，,楚,魚
国风·唐风,綢繆,三星在戶。,戶,魚
国风·唐风,綢繆,今夕何夕，,,
国风·唐风,綢繆,見此粲者？,者,魚
国风·唐风,綢繆,子兮子兮，,,
国风·唐风,綢繆,如此粲者何！○,者,魚
国风·唐风,杕杜,有杕之杜，,杜,魚
国风·唐风,杕杜,其葉湑湑。,湑,魚
国风·唐风,杕杜,獨行踽踽。,踽,魚
国风·唐风,杕杜,豈無他人？,,
国风·唐风,杕杜,不如我同父！,父,魚
国风·唐风,杕杜,嗟行之人，,,
国风·唐风,杕杜,胡不比焉？,比,脂
国风·唐风,杕杜,人無兄弟，,,
国风·唐风,杕杜,胡不佽焉？○,佽,脂
国风·唐风,杕杜,有杕之杜，,,
国风·唐风,杕杜,其葉菁菁。,菁,耕
国风·唐风,杕杜,獨行睘睘。,睘,耕
国风·唐风,杕杜,豈無他人？,,
国风·唐风,杕杜,不如我同姓！,姓,耕
国风·唐风,杕杜,嗟行之人，,,
国风·唐风,杕杜,胡不比焉？,比,脂
国风·唐风,杕杜,人無兄弟，,,
国风·唐风,杕杜,胡不佽焉？○,佽,脂
国风·唐风,羔裘,羔裘豹袪！,袪,魚
国风·唐风,羔裘,自我人居居。,居,魚
国风·唐风,羔裘,豈無他人？,,
国风·唐风,羔裘,維子之故！○,故,魚
国风·唐风,羔裘,羔裘豹褎！,褎,幽
国风·唐风,羔裘,自我人究究。,究,幽
国风·唐风,羔裘,豈無他人？,,
国风·唐风,羔裘,維子之好！○,好,幽
国风·唐风,鴇羽,肅肅鴇羽，,羽,魚
国风·唐风,鴇羽,集于苞栩。,栩,魚
国风·唐风,鴇羽,王事靡盬，,盬,魚
国风·唐风,鴇羽,不能蓺稷黍；,黍,魚
国风·唐风,鴇羽,父母何怙！,怙,魚
国风·唐风,鴇羽,悠悠蒼天！,,
国风·唐风,鴇羽,曷其有所？○,所,魚
国风·唐风,鴇羽,肅肅鴇翼，,翼,職
国风·唐风,鴇羽,集于苞棘。,棘,職
国风·唐风,鴇羽,王事靡盬，,,
国风·唐风,鴇羽,不能蓺黍稷；,稷,職
国风·唐风,鴇羽,父母何食！,食,職
国风·唐风,鴇羽,悠悠蒼天！,,
国风·唐风,鴇羽,曷其有極？○,極,職
国风·唐风,鴇羽,肅肅鴇行，,行,陽
国风·唐风,鴇羽,集于苞桑。,桑,陽
国风·唐风,鴇羽,王事靡盬，,,
国风·唐风,鴇羽,不能蓺稻粱；,粱,陽
国风·唐风,鴇羽,父母何嘗！,嘗,陽
国风·唐风,鴇羽,悠悠蒼天！,,
国风·唐风,鴇羽,曷其有常？○,常,陽
国风·唐风,無衣,豈曰無衣七兮？,七,質
国风·唐风,無衣,不如子之衣，,,
国风·唐风,無衣,安且吉兮！○,吉,質
国风·唐风,無衣,豈曰無衣六兮？,六,覺
国风·唐风,無衣,不如子之衣，,,
国风·唐风,無衣,安且燠兮！○,燠,覺
国风·唐风,有杕之杜,有杕之杜，,,
国风·唐风,有杕之杜,生于道左。,左,歌
国风·唐风,有杕之杜,彼君子兮，,,
国风·唐风,有杕之杜,噬肯適我？,我,歌
国风·唐风,有杕之杜,中心好之，,好,幽
国风·唐风,有杕之杜,曷飲食之！○,食,職
国风·唐风,有杕之杜,有杕之杜，,,
国风·唐风,有杕之杜,生于道周。,周,幽
国风·唐风,有杕之杜,彼君子兮，,,
国风·唐风,有杕之杜,噬肯來遊？,遊,幽
国风·唐风,有杕之杜,中心好之，,好,幽
国风·唐风,有杕之杜,曷飲食之！○,食,職
国风·唐风,葛生,葛生蒙楚，,楚,魚
国风·唐风,葛生,蘞蔓于野。,野,魚
国风·唐风,葛生,予美亡此，,,
国风·唐风,葛生,誰與獨處？○,處,魚
国风·唐风,葛生,葛生蒙棘，,棘,職
国风·唐风,葛生,蘞蔓于域。,域,職
国风·唐风,葛生,予美亡此，,,
国风·唐风,葛生,誰與獨息？○,息,職
国风·唐风,葛生,角枕粲兮，,粲,元
国风·唐风,葛生,錦衾爛兮。,爛,元
国风·唐风,葛生,予美亡此，,,
国风·唐风,葛生,誰與獨旦？○,旦,元
国风·唐风,葛生,夏之日！,,
国风·唐风,葛生,冬之夜！,夜,鐸
国风·唐风,葛生,百歲之後，,,
国风·唐风,葛生,歸于其居！○,居,魚
国风·唐风,葛生,冬之夜！,,
国风·唐风,葛生,夏之日！,日,質
国风·唐风,葛生,百歲之後，,,
国风·唐风,葛生,歸于其室！○,室,質
国风·唐风,采苓,采苓采苓，,苓,真
国风·唐风,采苓,首陽之巔？,巔,真
国风·唐风,采苓,人之爲言，,,
国风·唐风,采苓,苟亦無信。,信,真
国风·唐风,采苓,舍旃舍旃，,旃,元
国风·唐风,采苓,苟亦無然。,然,元
国风·唐风,采苓,人之爲言，,言,元
国风·唐风,采苓,胡得焉？○,焉,元
国风·唐风,采苓,采苦采苦，,苦,魚
国风·唐风,采苓,首陽之下？,下,魚
国风·唐风,采苓,人之爲言，,,
国风·唐风,采苓,苟亦無與。,與,魚
国风·唐风,采苓,舍旃舍旃，,旃,元
国风·唐风,采苓,苟亦無然。,然,元
国风·唐风,采苓,人之爲言，,言,元
国风·唐风,采苓,胡得焉？○,焉,元
国风·唐风,采苓,采葑采葑，,葑,東
国风·唐风,采苓,首陽之東？,東,東
国风·唐风,采苓,人之爲言，,,
国风·唐风,采苓,苟亦無從。,從,東
国风·唐风,采苓,舍旃舍旃，,旃,元
国风·唐风,采苓,苟亦無然。,然,元
国风·唐风,采苓,人之爲言，,言,元
国风·唐风,采苓,胡得焉？○,焉,元
国风·秦风,車鄰,有車鄰鄰，,鄰,真
国风·秦风,車鄰,有馬白顛。,顛,真
国风·秦风,車鄰,未見君子，,,
国风·秦风,車鄰,寺人之令。○,令,真
国风·秦风,車鄰,阪有漆，,漆,質
国风·秦风,車鄰,隰有栗。,栗,質
国风·秦风,車鄰,既見君子，,,
国风·秦风,車鄰,並坐鼓瑟：,瑟,質
国风·秦风,車鄰,今者不樂，,,
国风·秦风,車鄰,逝者其耋！○,耋,質
国风·秦风,車鄰,阪有桑，,桑,陽
国风·秦风,車鄰,隰有楊。,楊,陽
国风·秦风,車鄰,既見君子，,,
国风·秦风,車鄰,並坐鼓簧：,簧,陽
国风·秦风,車鄰,今者不樂，,,
国风·秦风,車鄰,逝者其亡！○,亡,陽
国风·秦风,駟驖,駟驖孔阜，,阜,幽
国风·秦风,駟驖,六轡在手。,手,幽
国风·秦风,駟驖,公之媚子，,,
国风·秦风,駟驖,從公于狩。○,狩,幽
国风·秦风,駟驖,奉時辰牡，,,
国风·秦风,駟驖,辰牡孔碩。,碩,鐸
国风·秦风,駟驖,公曰左之，,,
国风·秦风,駟驖,舍拔則獲。○,獲,鐸
国风·秦风,駟驖,遊于北園，,園,元
国风·秦风,駟驖,四馬既閑。,閑,元
国风·秦风,駟驖,輶車鸞鑣，,鑣,宵
国风·秦风,駟驖,載獫歇驕。○,驕,宵
国风·秦风,小戎,小戎俴收，,收,幽
国风·秦风,小戎,五楘梁輈，,輈,幽
国风·秦风,小戎,游環脅驅。,驅,侯
国风·秦风,小戎,陰靷鋈續，,續,屋
国风·秦风,小戎,文茵暢轂，,轂,屋
国风·秦风,小戎,駕我騏馵。,馵,屋
国风·秦风,小戎,言念君子，,,
国风·秦风,小戎,溫其如玉，,玉,屋
国风·秦风,小戎,在其板屋，,屋,屋
国风·秦风,小戎,亂我心曲！○,曲,屋
国风·秦风,小戎,四牡孔阜，,阜,幽
国风·秦风,小戎,六轡在手。,手,幽
国风·秦风,小戎,騏駵是中，,中,侵
国风·秦风,小戎,騧驪是驂。,驂,侵
国风·秦风,小戎,龍盾之合，,合,緝
国风·秦风,小戎,鋈以觼軜。,軜,緝
国风·秦风,小戎,言念君子，,,
国风·秦风,小戎,溫其在邑。,邑,緝
国风·秦风,小戎,方何爲期，,期,之
国风·秦风,小戎,胡然我念之？○,之,之
国风·秦风,小戎,俴駟孔群，,群,文
国风·秦风,小戎,厹矛鋈錞，,錞,文
国风·秦风,小戎,蒙伐有苑。,苑,元
国风·秦风,小戎,虎韔鏤膺，,膺,蒸
国风·秦风,小戎,交韔二弓，,弓,蒸
国风·秦风,小戎,竹閉緄縢。,縢,蒸
国风·秦风,小戎,言念君子，,,
国风·秦风,小戎,載寢載興。,興,蒸
国风·秦风,小戎,厭厭良人，,,
国风·秦风,小戎,秩秩德音！○,音,侵
国风·秦风,蒹葭,蒹葭蒼蒼，,蒼,陽
国风·秦风,蒹葭,白露爲霜。,霜,陽
国风·秦风,蒹葭,所謂伊人，,,
国风·秦风,蒹葭,在水一方。,方,陽
国风·秦风,蒹葭,遡洄從之，,,
国风·秦风,蒹葭,逆阻且長。,長,陽
国风·秦风,蒹葭,遡游從之，,,
国风·秦风,蒹葭,宛在水中央。○,央,陽
国风·秦风,蒹葭,蒹葭萋萋，,萋,脂
国风·秦风,蒹葭,白露未晞。,晞,微
国风·秦风,蒹葭,所謂伊人，,,
国风·秦风,蒹葭,在水之湄。,湄,脂
国风·秦风,蒹葭,遡洄從之，,,
国风·秦风,蒹葭,道阻且躋。,躋,脂
国风·秦风,蒹葭,遡游從之，,,
国风·秦风,蒹葭,宛在水中坻。○,坻,脂
国风·秦风,蒹葭,蒹葭采采，,采,之
国风·秦风,蒹葭,白露未已。,已,之
国风·秦风,蒹葭,所謂伊人，,,
国风·秦风,蒹葭,在水之涘。,涘,之
国风·秦风,蒹葭,遡洄從之，,,
国风·秦风,蒹葭,道阻且右。,右,之
国风·秦风,蒹葭,遡游從之，,,
国风·秦风,蒹葭,宛在水中沚。○,沚,之
国风·秦风,終南,終南何有？,,
国风·秦风,終南,有條有梅。,梅,之
国风·秦风,終南,君子至止，,,
国风·秦风,終南,錦衣狐裘。,裘,之
国风·秦风,終南,顏如渥丹，,,
国风·秦风,終南,其君也哉！○,哉,之
国风·秦风,終南,終南何有？,,
国风·秦风,終南,有紀有堂。,堂,陽
国风·秦风,終南,君子至止，,,
国风·秦风,終南,黻衣繡裳。,裳,陽
国风·秦风,終南,佩玉將將，,將,陽
国风·秦风,終南,壽考不亡！○,亡,陽
国风·秦风,黃鳥,交交黃鳥，,,
国风·秦风,黃鳥,止于棘。,棘,職
国风·秦风,黃鳥,誰從穆公？,,
国风·秦风,黃鳥,子車奄息。,息,職
国风·秦风,黃鳥,維此奄息！,息,職
国风·秦风,黃鳥,百夫之特。,特,職
国风·秦风,黃鳥,臨其穴，,穴,質
国风·秦风,黃鳥,惴惴其慄。,慄,質
国风·秦风,黃鳥,彼蒼者天，,天,真
国风·秦风,黃鳥,殲我良人！,人,真
国风·秦风,黃鳥,如可贖兮，,,
国风·秦风,黃鳥,人百其身！○,身,真
国风·秦风,黃鳥,交交黃鳥，,,
国风·秦风,黃鳥,止于桑。,桑,陽
国风·秦风,黃鳥,誰從穆公？,,
国风·秦风,黃鳥,子車仲行。,行,陽
国风·秦风,黃鳥,維此仲行！,行,陽
国风·秦风,黃鳥,百夫之防。,防,陽
国风·秦风,黃鳥,臨其穴，,穴,質
国风·秦风,黃鳥,惴惴其慄。,慄,質
国风·秦风,黃鳥,彼蒼者天，,,
国风·秦风,黃鳥,殲我良人！,人,真
国风·秦风,黃鳥,如可贖兮，,,
国风·秦风,黃鳥,人百其身！○,身,真
国风·秦风,黃鳥,交交黃鳥，,,
国风·秦风,黃鳥,止于楚。,楚,魚
国风·秦风,黃鳥,誰從穆公？,,
国风·秦风,黃鳥,子車鍼虎。,虎,魚
国风·秦风,黃鳥,維此鍼虎！,虎,魚
国风·秦风,黃鳥,百夫之禦。,禦,魚
国风·秦风,黃鳥,臨其穴，,穴,質
国风·秦风,黃鳥,惴惴其慄。,慄,質
国风·秦风,黃鳥,彼蒼者天，,天,真
国风·秦风,黃鳥,殲我良人！,人,真
国风·秦风,黃鳥,如可贖兮，,,
国风·秦风,黃鳥,人百其身！○,身,真
国风·秦风,晨風,鴥彼晨風，,風,侵
国风·秦风,晨風,鬱彼北林。,林,侵
国风·秦风,晨風,未見君子，,,
国风·秦风,晨風,憂心欽欽。,欽,侵
国风·秦风,晨風,如何如何？,何,歌
国风·秦风,晨風,忘我實多！○,多,歌
国风·秦风,晨風,山有苞櫟，,櫟,藥
国风·秦风,晨風,隰有六駮。,駮,藥
国风·秦风,晨風,未見君子，,,
国风·秦风,晨風,憂心靡樂。,樂,藥
国风·秦风,晨風,如何如何？,何,歌
国风·秦风,晨風,忘我實多！○,多,歌
国风·秦风,晨風,山有苞棣，,棣,質
国风·秦风,晨風,隰有樹檖。,檖,物
国风·秦风,晨風,未見君子，,,
国风·秦风,晨風,憂心如醉。,醉,物
国风·秦风,晨風,如何如何？,何,歌
国风·秦风,晨風,忘我實多！○,多,歌
国风·秦风,無衣,豈曰無衣？,衣,微
国风·秦风,無衣,與子同袍。,袍,幽
国风·秦风,無衣,王于興師，,師,脂
国风·秦风,無衣,脩我戈矛，,矛,幽
国风·秦风,無衣,與子同仇！○,仇,幽
国风·秦风,無衣,豈曰無衣？,衣,微
国风·秦风,無衣,與子同澤。,澤,鐸
国风·秦风,無衣,王于興師，,師,脂
国风·秦风,無衣,脩我矛戟，,戟,鐸
国风·秦风,無衣,與子偕作！○,作,鐸
国风·秦风,無衣,豈曰無衣？,衣,微
国风·秦风,無衣,與子同裳。,裳,陽
国风·秦风,無衣,王于興師，,師,脂
国风·秦风,無衣,脩我甲兵，,兵,陽
国风·秦风,無衣,與子偕行！○,行,陽
国风·秦风,渭陽,我送舅氏，,,
国风·秦风,渭陽,曰至渭陽。,陽,陽
国风·秦风,渭陽,何以贈之？,,
国风·秦风,渭陽,路車乘黃。○,黃,陽
国风·秦风,渭陽,我送舅氏，,,
国风·秦风,渭陽,悠悠我思。,思,之
国风·秦风,渭陽,何以贈之？,,
国风·秦风,渭陽,瓊瑰玉佩。○,佩,之
国风·秦风,權輿,於我乎！,乎,魚
国风·秦风,權輿,夏屋渠渠；,渠,魚
国风·秦风,權輿,今也每食無餘。,餘,魚
国风·秦风,權輿,于嗟乎！,乎,魚
国风·秦风,權輿,不承權輿？○,輿,魚
国风·秦风,權輿,於我乎！,,
国风·秦风,權輿,每食四簋；,簋,幽
国风·秦风,權輿,今也每食不飽。,飽,幽
国风·秦风,權輿,于嗟乎！,乎,魚
国风·秦风,權輿,不承權輿？○,輿,魚
国风·陈风,宛丘,子之湯兮，,湯,陽
国风·陈风,宛丘,宛丘之上兮。,上,陽
国风·陈风,宛丘,洵有情兮，,,
国风·陈风,宛丘,而無望兮！○,望,陽
国风·陈风,宛丘,坎其擊鼓，,鼓,魚
国风·陈风,宛丘,宛丘之下。,下,魚
国风·陈风,宛丘,無冬無夏，,夏,魚
国风·陈风,宛丘,值其鷺羽。○,羽,魚
国风·陈风,宛丘,坎其擊缶，,缶,幽
国风·陈风,宛丘,宛丘之道。,道,幽
国风·陈风,宛丘,無冬無夏，,,
国风·陈风,宛丘,值其鷺翿。○,翿,幽
国风·陈风,東門之枌,東門之枌，,,
国风·陈风,東門之枌,宛丘之栩。,栩,魚
国风·陈风,東門之枌,子仲之子，,,
国风·陈风,東門之枌,婆娑其下。○,下,魚
国风·陈风,東門之枌,穀旦于差，,差,歌
国风·陈风,東門之枌,南方之原。,原,元
国风·陈风,東門之枌,不績其麻，,麻,歌
国风·陈风,東門之枌,市也婆娑。○,娑,歌
国风·陈风,東門之枌,穀旦于逝，,逝,月
国风·陈风,東門之枌,越以鬷邁？,邁,月
国风·陈风,東門之枌,視爾如荍，,荍,幽
国风·陈风,東門之枌,貽我握椒。○,椒,幽
国风·陈风,衡門,衡門之下，,,
国风·陈风,衡門,可以棲遲。,遲,脂
国风·陈风,衡門,泌之洋洋，,,
国风·陈风,衡門,可以樂飢。○,飢,脂
国风·陈风,衡門,豈其食魚，,,
国风·陈风,衡門,必河之魴？,魴,陽
国风·陈风,衡門,豈其取妻，,,
国风·陈风,衡門,必齊之姜？○,姜,陽
国风·陈风,衡門,豈其食魚，,,
国风·陈风,衡門,必河之鯉？,鯉,之
国风·陈风,衡門,豈其取妻，,,
国风·陈风,衡門,必宋之子？○,子,之
国风·陈风,東門之池,東門之池，,池,歌
